,value
608,"2016-02-13 14:41:23 128.230.247.37 GET /content/images/thumbs/0000035_nikon-d5500-dslr_415.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 72"
609,"2016-02-13 14:41:23 128.230.247.37 GET /content/images/thumbs/0000006_camera-photo_450.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 91"
610,"2016-02-13 14:41:23 128.230.247.37 GET /content/images/thumbs/0000044_nokia-lumia-1020_415.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 78"
611,"2016-02-13 14:41:23 128.230.247.37 GET /content/images/thumbs/0000008_accessories_450.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 99"
612,"2016-02-13 14:41:23 128.230.247.37 GET /Themes/DefaultClean/Content/images/toggle-gray.png - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 88"
613,"2016-02-13 14:41:30 128.230.247.37 GET /cell-phones - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 247"
614,"2016-02-13 14:41:37 128.230.247.37 GET /nokia-lumia-1020 - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/cell-phones 200 0 0 152"
615,"2016-02-13 14:41:37 128.230.247.37 GET /Content/magnific-popup/magnific-popup.css - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/nokia-lumia-1020 200 0 0 51"
616,"2016-02-13 14:41:37 128.230.247.37 GET /Scripts/jquery.magnific-popup.min.js - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/nokia-lumia-1020 200 0 0 54"
617,"2016-02-13 14:41:37 128.230.247.37 GET /content/images/thumbs/0000044_nokia-lumia-1020_550.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/nokia-lumia-1020 200 0 0 55"
618,"2016-02-13 14:41:37 128.230.247.37 GET /Themes/DefaultClean/Content/images/email-button.png - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/nokia-lumia-1020 200 0 0 50"
619,"2016-02-13 14:41:47 128.230.247.37 GET /electronics - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/cell-phones 200 0 0 255"
620,"2016-02-13 14:41:47 128.230.247.37 GET /content/images/thumbs/0000044_nokia-lumia-1020_64.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 39"
621,"2016-02-13 14:41:52 128.230.247.37 GET /beats-pill-20-wireless-speaker - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 139"
622,"2016-02-13 14:41:52 128.230.247.37 GET /content/images/thumbs/0000046_beats-pill-20-wireless-speaker_100.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/beats-pill-20-wireless-speaker 200 0 0 41"
623,"2016-02-13 14:41:52 128.230.247.37 GET /Themes/DefaultClean/Content/images/shipping.png - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/beats-pill-20-wireless-speaker 200 0 0 37"
624,"2016-02-13 14:41:52 128.230.247.37 GET /content/images/thumbs/0000045_beats-pill-20-wireless-speaker_550.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/beats-pill-20-wireless-speaker 200 0 0 57"
625,"2016-02-13 14:42:03 128.230.247.37 GET /portable-sound-speakers - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 240"
626,"2016-02-13 14:42:03 128.230.247.37 GET /content/images/thumbs/0000048_portable-sound-speakers_550.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/portable-sound-speakers 200 0 0 44"
627,"2016-02-13 14:42:07 128.230.247.37 GET /custom-t-shirt - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/clothing 200 0 0 222"
628,"2016-02-13 14:42:07 128.230.247.37 GET /content/images/thumbs/0000057_custom-t-shirt_550.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/custom-t-shirt 200 0 0 104"
629,"2016-02-13 14:42:07 128.230.247.37 GET /content/images/thumbs/0000060_obey-propaganda-hat_415.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/custom-t-shirt 200 0 0 76"
630,"2016-02-13 14:42:07 128.230.247.37 GET /content/images/thumbs/0000056_oversized-women-t-shirt_415.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/custom-t-shirt 200 0 0 85"
631,"2016-02-13 14:42:07 128.230.247.37 GET /content/images/thumbs/0000058_levis-511-jeans_415.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/custom-t-shirt 200 0 0 112"
632,"2016-02-13 14:42:07 128.230.247.37 GET /content/images/thumbs/0000055_nike-tailwind-loose-short-sleeve-running-shirt_415.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/custom-t-shirt 200 0 0 119"
633,"2016-02-13 14:42:07 128.230.247.37 POST /ShoppingCart/ProductDetails_AttributeChange productId=29&validateAttributeConditions=False 80 - 74.111.18.59 Mozilla/5.0+(iPad;+CPU+OS+9_2_1+like+Mac+OS+X)+AppleWebKit/601.1+(KHTML,+like+Gecko)+CriOS/48.0.2564.104+Mobile/13D15+Safari/601.1.46 http://group0.ist722.ischool.syr.edu/custom-t-shirt 200 0 0 51"
634,"2016-02-13 14:44:13 128.230.247.37 GET / - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 - 200 0 0 218"
635,"2016-02-13 14:44:13 128.230.247.37 GET /Scripts/jquery.validate.min.js - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 47"
636,"2016-02-13 14:44:13 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/custom.css - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 50"
637,"2016-02-13 14:44:13 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/nivo-slider.css - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 47"
638,"2016-02-13 14:44:13 128.230.247.37 GET /Scripts/jquery.validate.unobtrusive.min.js - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 58"
639,"2016-02-13 14:44:13 128.230.247.37 GET /Scripts/jquery-migrate-1.2.1.min.js - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 41"
640,"2016-02-13 14:44:13 128.230.247.37 GET /Scripts/public.ajaxcart.js - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 38"
641,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/logo.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 39"
642,"2016-02-13 14:44:13 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 130"
643,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000009_apparel_450.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 47"
644,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000075_banner_1.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 55"
645,"2016-02-13 14:44:13 128.230.247.37 GET /Scripts/jquery-1.10.2.min.js - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 184"
646,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000013_digital-downloads_450.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 53"
647,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000072_25-virtual-gift-card_415.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 32"
648,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000076_banner_2.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 121"
649,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/css/styles.css - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 224"
650,"2016-02-13 14:44:13 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Scripts/jquery.nivo.slider.js - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 54"
651,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000024_apple-macbook-pro-13-inch_415.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 44"
652,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000005_electronics_450.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 52"
653,"2016-02-13 14:44:13 128.230.247.37 GET /Scripts/public.common.js - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 45"
654,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000020_build-your-own-computer_415.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 38"
655,"2016-02-13 14:44:13 128.230.247.37 GET /Scripts/jquery-ui-1.10.3.custom.min.js - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 187"
656,"2016-02-13 14:44:13 128.230.247.37 GET /content/images/thumbs/0000041_htc-one-m8-android-l-50-lollipop_415.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 42"
657,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/loading.gif - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 39"
658,"2016-02-13 14:44:13 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/loading.gif - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 37"
659,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/shopping-bag.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 45"
660,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/menu-icon.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 45"
661,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating2.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 48"
662,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating1.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 59"
663,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/compare-button.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 40"
664,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/ajax-loader-small.gif - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 34"
665,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/wishlist-button.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 55"
666,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/toggle-white.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 55"
667,"2016-02-13 14:44:13 128.230.247.37 GET /Themes/DefaultClean/Content/images/social-sprite.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 49"
668,"2016-02-13 14:44:13 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 31"
669,"2016-02-13 14:44:25 128.230.247.37 GET /Themes/DefaultClean/Content/images/toggle-black.png - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 39"
670,"2016-02-13 14:44:27 128.230.247.37 GET /apparel - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/ 200 0 0 258"
671,"2016-02-13 14:44:27 128.230.247.37 GET /content/images/thumbs/0000010_shoes_450.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/apparel 200 0 0 45"
672,"2016-02-13 14:44:27 128.230.247.37 GET /content/images/thumbs/0000058_levis-511-jeans_415.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/apparel 200 0 0 50"
673,"2016-02-13 14:44:27 128.230.247.37 GET /content/images/thumbs/0000051_adidas-consortium-campus-80s-running-shoes_415.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/apparel 200 0 0 60"
674,"2016-02-13 14:44:27 128.230.247.37 GET /content/images/thumbs/0000012_apparel-accessories_450.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/apparel 200 0 0 63"
675,"2016-02-13 14:44:27 128.230.247.37 GET /content/images/thumbs/0000057_custom-t-shirt_415.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/apparel 200 0 0 65"
676,"2016-02-13 14:44:27 128.230.247.37 GET /content/images/thumbs/0000011_clothing_450.jpeg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/apparel 200 0 0 68"
677,"2016-02-13 14:44:27 128.230.247.37 GET /content/images/thumbs/0000049_nike-floral-roshe-customized-running-shoes_415.jpg - 80 - 74.111.18.59 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+8_2+like+Mac+OS+X)+AppleWebKit/600.1.4+(KHTML,+like+Gecko)+Version/8.0+Mobile/12D508+Safari/600.1.4 http://group0.ist722.ischool.syr.edu/apparel 200 0 0 41"
